HH2406T,09,137,District - Jyotiba Phule Nagar,Rural,Away,  148 ,  38 ,  18 ,  1 ,  -   ,  67 ,  -   ,  -   ,  -   ,  -   ,  24 
HH2406T,09,137,District - Jyotiba Phule Nagar,Urban,Total,  517 ,  270 ,  54 ,  1 ,  -   ,  151 ,  15 ,  -   ,  -   ,  2 ,  24 
HH2406T,09,137,District - Jyotiba Phule Nagar,Urban,Within the premises,  434 ,  241 ,  39 ,  1 ,  -   ,  139 ,  14 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,137,District - Jyotiba Phule Nagar,Urban,Near the premises,  67 ,  29 ,  13 ,  -   ,  -   ,  7 ,  1 ,  -   ,  -   ,  2 ,  15 
HH2406T,09,137,District - Jyotiba Phule Nagar,Urban,Away,  16 ,  -   ,  2 ,  -   ,  -   ,  5 ,  -   ,  -   ,  -   ,  -   ,  9 
HH2406T,09,138,District - Meerut,Total,Total,"  7,506 ","  3,191 ",  708 ,  15 ,  4 ,"  2,863 ",  516 ,  6 ,  -   ,  47 ,  156 
HH2406T,09,138,District - Meerut,Total,Within the premises,"  6,030 ","  2,878 ",  482 ,  12 ,  4 ,"  2,172 ",  482 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,138,District - Meerut,Total,Near the premises,"  1,121 ",  232 ,  197 ,  3 ,  -   ,  510 ,  28 ,  6 ,  -   ,  47 ,  98 
HH2406T,09,138,District - Meerut,Total,Away,  355 ,  81 ,  29 ,  -   ,  -   ,  181 ,  6 ,  -   ,  -   ,  -   ,  58 
HH2406T,09,138,District - Meerut,Rural,Total,"  2,244 ",  461 ,  338 ,  4 ,  -   ,"  1,373 ",  38 ,  1 ,  -   ,  -   ,  29 
HH2406T,09,138,District - Meerut,Rural,Within the premises,"  1,525 ",  309 ,  220 ,  3 ,  -   ,  961 ,  32 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,138,District - Meerut,Rural,Near the premises,  523 ,  94 ,  99 ,  1 ,  -   ,  305 ,  5 ,  1 ,  -   ,  -   ,  18 
